genes,,
Name,Symbol,Cross-references
"MON1 homolog B, secretory trafficking associated",MON1B,"Ensembl:ENSG00000103111, GeneCard:MON1B, HGNC:HGNC:25020, HumanCyc Gene:HS02456, ModBase:Q7L1V2, NCBI Gene:22879, OMIM:608954, RefSeq DNA:NT_010498, RefSeq Protein:NP_055755, RefSeq RNA:NM_014940, UniProtKB:Q6ZR87, UniProtKB:Q7L1V2"
"NPR3 like, GATOR1 complex subunit",NPRL3,"Ensembl:ENSG00000103148, GenAtlas:C16orf35, GeneCard:C16orf35, GeneCard:NPRL3, HGNC:HGNC:14124, HumanCyc Gene:HS02459, ModBase:Q12980, NCBI Gene:8131, OMIM:600928, RefSeq DNA:NT_010393, RefSeq DNA:NT_037887, RefSeq Protein:NP_001034565, RefSeq Protein:NP_001070818, RefSeq RNA:NM_001039476, RefSeq RNA:NM_001077350, UCSC Genome Browser:NM_012075, UniProtKB:Q12980, UniProtKB:Q9BTE2"
N-terminal EF-hand calcium binding protein 2,NECAB2,"Ensembl:ENSG00000103154, GeneCard:NECAB2, HGNC:HGNC:23746, HumanCyc Gene:HS12514, ModBase:Q7Z6G3, NCBI Gene:54550, RefSeq DNA:NT_010498, RefSeq Protein:NP_061938, RefSeq RNA:NM_019065, UniProtKB:Q7Z6G3"
"TATA-box binding protein associated factor, RNA polymerase I subunit C",TAF1C,"Ensembl:ENSG00000103168, GenAtlas:TAF1C, GeneCard:TAF1C, HGNC:HGNC:11534, HumanCyc Gene:HS02464, ModBase:Q15572, NCBI Gene:9013, OMIM:604905, RefSeq DNA:NT_010498, RefSeq Protein:NP_005670, RefSeq Protein:NP_647610, RefSeq RNA:NM_005679, RefSeq RNA:NM_139353, UCSC Genome Browser:NM_005679, UniProtKB:Q15572"
SEC14 like lipid binding 5,SEC14L5,"Ensembl:ENSG00000103184, GeneCard:SEC14L5, HGNC:HGNC:29032, ModBase:O43304, NCBI Gene:9717, RefSeq DNA:NT_010393, RefSeq Protein:NP_055507, RefSeq RNA:NM_014692, UniProtKB:O43304"
methenyltetrahydrofolate synthetase domain containing,MTHFSD,"Ensembl:ENSG00000103248, GeneCard:MTHFSD, HGNC:HGNC:25778, HumanCyc Gene:HS02479, NCBI Gene:64779, RefSeq DNA:NT_010498, RefSeq Protein:NP_001152849, RefSeq Protein:NP_001152850, RefSeq Protein:NP_001152851, RefSeq Protein:NP_001152852, RefSeq Protein:NP_073601, RefSeq RNA:NM_001159377, RefSeq RNA:NM_001159378, RefSeq RNA:NM_001159379, RefSeq RNA:NM_001159380, RefSeq RNA:NM_022764, RefSeq RNA:NR_027489, RefSeq RNA:NR_027490, UniProtKB:B4DN17, UniProtKB:B7ZLC2, UniProtKB:Q2M296"
piezo type mechanosensitive ion channel component 1,PIEZO1,"Ensembl:ENSG00000103335, GeneCard:FAM38A, HGNC:HGNC:28993, HumanCyc Gene:HS12521, NCBI Gene:9780, OMIM:611184, RefSeq DNA:NT_010542, RefSeq Protein:NP_001136336, RefSeq RNA:NM_001142864, UCSC Genome Browser:NM_014745"
zinc finger protein 174,ZNF174,"Ensembl:ENSG00000103343, GenAtlas:ZNF174, GeneCard:ZNF174, HGNC:HGNC:12963, HumanCyc Gene:HS02492, ModBase:Q15697, NCBI Gene:7727, OMIM:603900, RefSeq DNA:NT_010393, RefSeq Protein:NP_001027463, RefSeq Protein:NP_003441, RefSeq RNA:NM_001032292, RefSeq RNA:NM_003450, UCSC Genome Browser:NM_003450, UniProtKB:Q15697"
ubiquitin family domain containing 1,UBFD1,"Ensembl:ENSG00000103353, GeneCard:UBFD1, HGNC:HGNC:30565, HumanCyc Gene:HS12523, ModBase:O14562, NCBI Gene:56061, RefSeq DNA:NT_010393, RefSeq Protein:NP_061989, RefSeq RNA:NM_019116, UniProtKB:A8MW58"
serine protease 33,PRSS33,"Ensembl:ENSG00000103355, GeneCard:PRSS33, HGNC:HGNC:30405, HumanCyc Gene:HS02493, ModBase:Q8NF86, NCBI Gene:260429, RefSeq DNA:NT_010393, RefSeq Protein:NP_690851, RefSeq RNA:NM_152891, UniProtKB:Q8NF86"
ubiquitin specific peptidase 31,USP31,"Ensembl:ENSG00000103404, GeneCard:USP31, HGNC:HGNC:20060, ModBase:Q70CQ4, NCBI Gene:57478, RefSeq DNA:NT_010393, RefSeq Protein:NP_065769, RefSeq RNA:NM_020718, UniProtKB:Q70CQ4"
TOX high mobility group box family member 3,TOX3,"Ensembl:ENSG00000103460, GeneCard:TOX3, HGNC:HGNC:11972, HumanCyc Gene:HS02506, NCBI Gene:27324, OMIM:611416, RefSeq DNA:NG_012623, RefSeq DNA:NT_010498, RefSeq Protein:NP_001073899, RefSeq Protein:NP_001139660, RefSeq RNA:NM_001080430, RefSeq RNA:NM_001146188, UniProtKB:B4DRD0, UniProtKB:O15405"
RPGRIP1 like,RPGRIP1L,"Ensembl:ENSG00000103494, GeneCard:RPGRIP1L, HGNC:HGNC:29168, ModBase:Q68CZ1, NCBI Gene:23322, OMIM:216360, OMIM:610937, OMIM:611560, OMIM:611561, RefSeq DNA:NG_008991, RefSeq DNA:NT_010498, RefSeq Protein:NP_001121369, RefSeq Protein:NP_056087, RefSeq RNA:NM_001127897, RefSeq RNA:NM_015272, UniProtKB:Q68CZ1"
syntaxin 4,STX4,"Ensembl:ENSG00000103496, GenAtlas:STX4, GeneCard:STX4, HGNC:HGNC:11439, HumanCyc Gene:HS02512, ModBase:Q12846, NCBI Gene:6810, OMIM:186591, RefSeq DNA:NT_010393, RefSeq Protein:NP_004595, RefSeq RNA:NM_004604, UCSC Genome Browser:NM_004604, UniProtKB:Q12846"
transmembrane channel like 5,TMC5,"Ensembl:ENSG00000103534, GeneCard:TMC5, HGNC:HGNC:22999, HumanCyc Gene:HS12526, NCBI Gene:79838, RefSeq DNA:NT_010393, RefSeq Protein:NP_001098718, RefSeq Protein:NP_001098719, RefSeq Protein:NP_079056, RefSeq RNA:NM_001105248, RefSeq RNA:NM_001105249, RefSeq RNA:NM_024780, UniProtKB:Q6UXY8"
VPS35 endosomal protein sorting factor like,VPS35L,"Ensembl:ENSG00000103544, GeneCard:C16orf62, HGNC:HGNC:24641, HumanCyc Gene:HS12527, ModBase:Q9H0L7, ModBase:Q9H7C8, NCBI Gene:57020, RefSeq DNA:NT_010393, RefSeq Protein:NP_064710, RefSeq RNA:NM_020314, UniProtKB:Q7Z3J2"
alpha and gamma adaptin binding protein,AAGAB,"Ensembl:ENSG00000103591, GeneCard:AAGAB, HGNC:HGNC:25662, HumanCyc Gene:HS12530, NCBI Gene:79719, RefSeq DNA:NT_010194, RefSeq Protein:NP_078942, RefSeq RNA:NM_024666, UniProtKB:Q6PD74"
RNA polymerase II associated protein 1,RPAP1,"Ensembl:ENSG00000103932, GeneCard:RPAP1, HGNC:HGNC:24567, HumanCyc Gene:HS12535, NCBI Gene:26015, OMIM:611475, RefSeq DNA:NT_010194, RefSeq Protein:NP_056355, RefSeq RNA:NM_015540, UniProtKB:Q9BWH6"
transmembrane protein 87A,TMEM87A,"Ensembl:ENSG00000103978, GeneCard:TMEM87A, HGNC:HGNC:24522, HumanCyc Gene:HS12536, ModBase:Q8NBN3, NCBI Gene:25963, RefSeq DNA:NT_010194, RefSeq Protein:NP_001103973, RefSeq Protein:NP_056312, RefSeq RNA:NM_001110503, RefSeq RNA:NM_015497, UniProtKB:Q8NBN3"
"SPG11 vesicle trafficking associated, spatacsin",SPG11,"Ensembl:ENSG00000104133, GenAtlas:SPG11, GeneCard:SPG11, HGNC:HGNC:11226, NCBI Gene:80208, OMIM:604360, OMIM:610844, RefSeq DNA:NG_008885, RefSeq DNA:NT_010194, RefSeq Protein:NP_001153699, RefSeq Protein:NP_079413, RefSeq RNA:NM_001160227, RefSeq RNA:NM_025137, UniProtKB:B9EK60, UniProtKB:Q96JI7"
Opa interacting protein 5,OIP5,"Ensembl:ENSG00000104147, GeneCard:OIP5, HGNC:HGNC:20300, HumanCyc Gene:HS02548, ModBase:O43482, NCBI Gene:11339, OMIM:606020, RefSeq DNA:NT_010194, RefSeq Protein:NP_009211, RefSeq RNA:NM_007280, UniProtKB:O43482"
tripartite motif containing 35,TRIM35,"Ensembl:ENSG00000104228, GenAtlas:TRIM35, GeneCard:TRIM35, HGNC:HGNC:16285, HumanCyc Gene:HS02555, ModBase:Q9UPQ4, NCBI Gene:23087, RefSeq DNA:NT_167187, RefSeq Protein:NP_741983, RefSeq RNA:NM_171982, UCSC Genome Browser:NM_015066, UniProtKB:Q9UPQ4"
NIPA like domain containing 2,NIPAL2,"Ensembl:ENSG00000104361, GeneCard:NIPAL2, HGNC:HGNC:25854, HumanCyc Gene:HS12548, NCBI Gene:79815, RefSeq DNA:NT_008046, RefSeq Protein:NP_079035, RefSeq RNA:NM_024759, UniProtKB:Q9H841"
"RAB2A, member RAS oncogene family",RAB2A,"Ensembl:ENSG00000104388, GeneCard:RAB2A, HGNC:HGNC:9763, HumanCyc Gene:HS02577, ModBase:P61019, NCBI Gene:5862, OMIM:179509, RefSeq DNA:NT_008183, RefSeq Protein:NP_001229573, RefSeq Protein:NP_002856, RefSeq RNA:NM_001242644, RefSeq RNA:NM_002865, UniProtKB:P61019"
zinc finger C2HC-type containing 1A,ZC2HC1A,"Ensembl:ENSG00000104427, GeneCard:FAM164A, HGNC:HGNC:24277, HumanCyc Gene:HS12551, NCBI Gene:51101, RefSeq DNA:NT_008183, RefSeq Protein:NP_057094, RefSeq RNA:NM_016010, UniProtKB:B2R9B8, UniProtKB:Q96GY0"
ubiquitin protein ligase E3 component n-recognin 5,UBR5,"Ensembl:ENSG00000104517, GeneCard:UBR5, HGNC:HGNC:16806, HumanCyc Gene:HS02590, ModBase:O95071, NCBI Gene:51366, OMIM:608413, RefSeq DNA:NT_008046, RefSeq Protein:NP_056986, RefSeq RNA:NM_015902, UniProtKB:O95071"
R3H domain and coiled-coil containing 1,R3HCC1,"Ensembl:ENSG00000104679, GeneCard:R3HCC1, HGNC:HGNC:27329, ModBase:Q9Y3T6, NCBI Gene:203069, RefSeq DNA:NT_167187, RefSeq Protein:NP_001129580, RefSeq RNA:NM_001136108, UniProtKB:B7ZLI1, UniProtKB:Q9Y3T6"
UBX domain protein 8,UBXN8,"Ensembl:ENSG00000104691, GeneCard:UBXN8, HGNC:HGNC:30307, HumanCyc Gene:HS02604, ModBase:O00124, NCBI Gene:7993, OMIM:602155, RefSeq DNA:NT_167187, RefSeq Protein:NP_005662, RefSeq RNA:NM_005671, UniProtKB:O00124"
neurofilament medium,NEFM,"Ensembl:ENSG00000104722, GeneCard:NEFM, HGNC:HGNC:7734, HumanCyc Gene:HS02606, ModBase:P07197, NCBI Gene:4741, OMIM:162250, RefSeq DNA:NG_008388, RefSeq DNA:NT_167187, RefSeq Protein:NP_001099011, RefSeq Protein:NP_005373, RefSeq RNA:NM_001105541, RefSeq RNA:NM_005382, UniProtKB:P07197, UniProtKB:Q9UK51"
"seryl-tRNA synthetase 2, mitochondrial",SARS2,"Ensembl:ENSG00000104835, GeneCard:SARS2, HGNC:HGNC:17697, HumanCyc Gene:HS02631, ModBase:Q9NP81, NCBI Gene:54938, OMIM:612804, RefSeq DNA:NT_011109, RefSeq Protein:NP_001139373, RefSeq Protein:NP_060297, RefSeq RNA:NM_001145901, RefSeq RNA:NM_017827, UniProtKB:B4DE10, UniProtKB:Q9NP81"
protein phosphatase 1 regulatory subunit 37,PPP1R37,"Ensembl:ENSG00000104866, GeneCard:LRRC68, HGNC:HGNC:27607, NCBI Gene:284352, RefSeq DNA:NT_011109, RefSeq Protein:NP_061994, RefSeq Protein:XP_001723021, RefSeq Protein:XP_001723062, RefSeq Protein:XP_001724766, RefSeq RNA:NM_019121, RefSeq RNA:XM_001722969, RefSeq RNA:XM_001723010, RefSeq RNA:XM_001724714"
PIH1 domain containing 1,PIH1D1,"Ensembl:ENSG00000104872, GeneCard:PIH1D1, HGNC:HGNC:26075, HumanCyc Gene:HS02639, ModBase:Q9NWS0, NCBI Gene:55011, OMIM:611480, RefSeq DNA:NT_011109, RefSeq Protein:NP_060386, RefSeq RNA:NM_017916, UniProtKB:Q9NWS0"
protein phosphatase 1 regulatory subunit 13 like,PPP1R13L,"Ensembl:ENSG00000104881, GenAtlas:RAI4, GeneCard:PPP1R13L, GeneCard:RAI4, HGNC:HGNC:18838, HumanCyc Gene:HS02641, ModBase:Q8WUF5, NCBI Gene:10848, OMIM:607463, RefSeq DNA:NT_011109, RefSeq Protein:NP_001135974, RefSeq Protein:NP_006654, RefSeq RNA:NM_001142502, RefSeq RNA:NM_006663, UniProtKB:Q8WUF5"
pleckstrin homology domain containing J1,PLEKHJ1,"Ensembl:ENSG00000104886, GeneCard:PLEKHJ1, HGNC:HGNC:18211, HumanCyc Gene:HS12563, ModBase:Q9NW61, NCBI Gene:55111, RefSeq DNA:NT_011255, RefSeq Protein:NP_060519, RefSeq RNA:NM_018049, UniProtKB:Q9NW61"
syntaxin 10,STX10,"Ensembl:ENSG00000104915, GenAtlas:STX10, GeneCard:STX10, HGNC:HGNC:11428, HumanCyc Gene:HS02654, ModBase:O60499, NCBI Gene:8677, OMIM:603765, RefSeq DNA:NT_011295, RefSeq Protein:NP_003756, RefSeq RNA:NM_003765, UCSC Genome Browser:NM_003765, UniProtKB:O60499"
NOVA alternative splicing regulator 2,NOVA2,"Ensembl:ENSG00000104967, GenAtlas:NOVA2, GeneCard:NOVA2, HGNC:HGNC:7887, HumanCyc Gene:HS02664, ModBase:Q9UNW9, NCBI Gene:4858, OMIM:601991, RefSeq DNA:NT_011109, RefSeq Protein:NP_002507, RefSeq RNA:NM_002516, UCSC Genome Browser:NM_002516, UniProtKB:Q9UNW9"
small glutamine rich tetratricopeptide repeat containing alpha,SGTA,"Ensembl:ENSG00000104969, GenAtlas:SGTA, GeneCard:SGTA, HGNC:HGNC:10819, HumanCyc Gene:HS02665, ModBase:O43765, NCBI Gene:6449, OMIM:603419, RefSeq DNA:NT_011255, RefSeq Protein:NP_003012, RefSeq RNA:NM_003021, UCSC Genome Browser:NM_003021, UniProtKB:O43765"
translocase of inner mitochondrial membrane 44,TIMM44,"Ensembl:ENSG00000104980, GenAtlas:TIMM44, GeneCard:TIMM44, HGNC:HGNC:17316, HumanCyc Gene:HS02669, ModBase:O43615, NCBI Gene:10469, OMIM:605058, RefSeq DNA:NT_077812, RefSeq Protein:NP_006342, RefSeq RNA:NM_006351, UCSC Genome Browser:NM_006351, UniProtKB:O43615"
RAS protein activator like 3,RASAL3,"Ensembl:ENSG00000105122, GeneCard:RASAL3, HGNC:HGNC:26129, NCBI Gene:64926, RefSeq DNA:NT_011295, RefSeq Protein:NP_075055, RefSeq RNA:NM_022904, UniProtKB:Q86YV0, UniProtKB:Q9H7J2"
zinc finger protein 419,ZNF419,"Ensembl:ENSG00000105136, GeneCard:ZNF419, HGNC:HGNC:20648, HumanCyc Gene:HS02679, ModBase:Q96HQ0, NCBI Gene:79744, RefSeq DNA:NT_011109, RefSeq Protein:NP_001091961, RefSeq Protein:NP_001091962, RefSeq Protein:NP_001091963, RefSeq Protein:NP_001091964, RefSeq Protein:NP_001091965, RefSeq Protein:NP_001091966, RefSeq Protein:NP_078967, RefSeq RNA:NM_001098491, RefSeq RNA:NM_001098492, RefSeq RNA:NM_001098493, RefSeq RNA:NM_001098494, RefSeq RNA:NM_001098495, RefSeq RNA:NM_001098496, RefSeq RNA:NM_024691, UniProtKB:Q96HQ0"
URI1 prefoldin like chaperone,URI1,"Ensembl:ENSG00000105176, GeneCard:C19orf2, HGNC:HGNC:13236, HumanCyc Gene:HS02685, NCBI Gene:8725, OMIM:603494, RefSeq DNA:NT_011109, RefSeq Protein:NP_003787, RefSeq Protein:NP_604431, RefSeq RNA:NM_003796, RefSeq RNA:NM_134447, UniProtKB:O94763, UniProtKB:Q6NX55"
translocase of inner mitochondrial membrane 50,TIMM50,"Ensembl:ENSG00000105197, GeneCard:TIMM50, HGNC:HGNC:23656, ModBase:Q3ZCQ8, NCBI Gene:92609, OMIM:607381, RefSeq DNA:NT_011109, RefSeq Protein:NP_001001563, RefSeq RNA:NM_001001563, UniProtKB:Q3ZCQ8"
protein inhibitor of activated STAT 4,PIAS4,"Ensembl:ENSG00000105229, GeneCard:PIAS4, HGNC:HGNC:17002, HumanCyc Gene:HS02697, ModBase:Q8N2W9, NCBI Gene:51588, OMIM:605989, RefSeq DNA:NT_011255, RefSeq Protein:NP_056981, RefSeq RNA:NM_015897, UniProtKB:Q8N2W9"
tubulin folding cofactor B,TBCB,"Ensembl:ENSG00000105254, GeneCard:TBCB, HGNC:HGNC:1989, HumanCyc Gene:HS02701, ModBase:Q99426, NCBI Gene:1155, OMIM:601303, RefSeq DNA:NT_011109, RefSeq Protein:NP_001272, RefSeq RNA:NM_001281, UniProtKB:Q99426"
zinc finger RNA binding protein 2,ZFR2,"Ensembl:ENSG00000105278, GeneCard:ZFR2, HGNC:HGNC:29189, NCBI Gene:23217, RefSeq DNA:NT_011255, RefSeq Protein:NP_001139112, RefSeq Protein:NP_055989, RefSeq RNA:NM_001145640, RefSeq RNA:NM_015174, RefSeq RNA:NR_027149, UniProtKB:C9JS88, UniProtKB:Q9UPR6"
sialic acid binding Ig like lectin 8,SIGLEC8,"Ensembl:ENSG00000105366, GenAtlas:SIGLEC8, GeneCard:SIGLEC8, HGNC:HGNC:10877, HumanCyc Gene:HS02719, ModBase:Q9NYZ4, NCBI Gene:27181, OMIM:605639, RefSeq DNA:NT_011109, RefSeq Protein:NP_055257, RefSeq RNA:NM_014442, UCSC Genome Browser:NM_014442, UniProtKB:Q9NYZ4"
zinc and ring finger 4,ZNRF4,"Ensembl:ENSG00000105428, GeneCard:ZNRF4, HGNC:HGNC:17726, ModBase:Q8WWF5, NCBI Gene:148066, OMIM:612063, RefSeq DNA:NT_011255, RefSeq Protein:NP_859061, RefSeq RNA:NM_181710, UniProtKB:Q8WWF5"
zinc finger protein 175,ZNF175,"Ensembl:ENSG00000105497, GenAtlas:ZNF175, GeneCard:ZNF175, HGNC:HGNC:12964, HumanCyc Gene:HS02749, ModBase:Q9Y473, NCBI Gene:7728, OMIM:601139, RefSeq DNA:NT_011109, RefSeq Protein:NP_009078, RefSeq RNA:NM_007147, UCSC Genome Browser:NM_007147, UniProtKB:Q9Y473"
sialic acid binding Ig like lectin 5,SIGLEC5,"Ensembl:ENSG00000105501, GenAtlas:SIGLEC5, GeneCard:SIGLEC5, HGNC:HGNC:10874, HumanCyc Gene:HS02751, ModBase:O15389, NCBI Gene:8778, OMIM:604200, RefSeq DNA:NT_011109, RefSeq Protein:NP_003821, RefSeq RNA:NM_003830, UCSC Genome Browser:NM_003830, UniProtKB:O15389"
transmembrane protein 205,TMEM205,"Ensembl:ENSG00000105518, GeneCard:TMEM205, HGNC:HGNC:29631, NCBI Gene:374882, RefSeq DNA:NT_011295, RefSeq Protein:NP_001138888, RefSeq Protein:NP_212133, RefSeq Protein:NP_940938, RefSeq RNA:NM_001145416, RefSeq RNA:NM_033408, RefSeq RNA:NM_198536, UniProtKB:Q6UW68"
theg spermatid protein,THEG,"Ensembl:ENSG00000105549, GeneCard:THEG, HGNC:HGNC:13706, HumanCyc Gene:HS02759, ModBase:Q9P2T0, NCBI Gene:51298, OMIM:609503, RefSeq DNA:NT_011255, RefSeq Protein:NP_057669, RefSeq Protein:NP_954672, RefSeq RNA:NM_016585, RefSeq RNA:NM_199202, UniProtKB:Q9P2T0"
pleckstrin homology domain containing A4,PLEKHA4,"Ensembl:ENSG00000105559, GenAtlas:PLEKHA4, GeneCard:PLEKHA4, HGNC:HGNC:14339, HumanCyc Gene:HS12595, ModBase:Q9H4M7, NCBI Gene:57664, OMIM:607769, RefSeq DNA:NT_011109, RefSeq Protein:NP_001154826, RefSeq Protein:NP_065955, RefSeq RNA:NM_001161354, RefSeq RNA:NM_020904, UCSC Genome Browser:NM_020904, UniProtKB:Q9H4M7"
transportin 2,TNPO2,"Ensembl:ENSG00000105576, GeneCard:TNPO2, HGNC:HGNC:19998, HumanCyc Gene:HS02765, ModBase:O14787, NCBI Gene:30000, OMIM:603002, RefSeq DNA:NT_011295, RefSeq Protein:NP_001129667, RefSeq Protein:NP_001129668, RefSeq Protein:NP_038461, RefSeq RNA:NM_001136195, RefSeq RNA:NM_001136196, RefSeq RNA:NM_013433, UniProtKB:O14787, UniProtKB:Q05D48, UniProtKB:Q4LE60, UniProtKB:Q6IN77"
WD repeat domain 83 opposite strand,WDR83OS,"Ensembl:ENSG00000105583, GeneCard:C19orf56, HGNC:HGNC:30203, HumanCyc Gene:HS02766, NCBI Gene:51398, RefSeq DNA:NT_011295, RefSeq Protein:NP_057229, RefSeq RNA:NM_016145, UniProtKB:Q9Y284"
TCF3 fusion partner,TFPT,"Ensembl:ENSG00000105619, GenAtlas:TFPT, GeneCard:TFPT, HGNC:HGNC:13630, HumanCyc Gene:HS02774, ModBase:P0C1Z6, NCBI Gene:29844, OMIM:609519, RefSeq DNA:NT_011109, RefSeq Protein:NP_037474, RefSeq RNA:NM_013342, UCSC Genome Browser:NM_013342, UniProtKB:P0C1Z6"
transmembrane protein 59 like,TMEM59L,"Ensembl:ENSG00000105696, GeneCard:TMEM59L, HGNC:HGNC:13237, HumanCyc Gene:HS02795, ModBase:Q9UK28, NCBI Gene:25789, RefSeq DNA:NT_011295, RefSeq Protein:NP_036241, RefSeq RNA:NM_012109, UniProtKB:Q9UK28"
"upstream transcription factor 2, c-fos interacting",USF2,"Ensembl:ENSG00000105698, GenAtlas:USF2, GeneCard:USF2, HGNC:HGNC:12594, HumanCyc Gene:HS02797, ModBase:Q15853, NCBI Gene:7392, OMIM:600390, RefSeq DNA:NT_011109, RefSeq Protein:NP_003358, RefSeq Protein:NP_997174, RefSeq RNA:NM_003367, RefSeq RNA:NM_207291, UCSC Genome Browser:NM_003367, UniProtKB:Q15853"
zinc finger protein 14,ZNF14,"Ensembl:ENSG00000105708, GenAtlas:ZNF14, GeneCard:ZNF14, HGNC:HGNC:12924, HumanCyc Gene:HS02802, ModBase:P17017, NCBI Gene:7561, OMIM:194556, RefSeq DNA:NT_011295, RefSeq Protein:NP_066358, RefSeq RNA:NM_021030, UCSC Genome Browser:NM_021030, UniProtKB:P17017"
zinc finger protein 574,ZNF574,"Ensembl:ENSG00000105732, GeneCard:ZNF574, HGNC:HGNC:26166, HumanCyc Gene:HS12603, ModBase:Q6ZN55, NCBI Gene:64763, RefSeq DNA:NT_011109, RefSeq Protein:NP_073589, RefSeq RNA:NM_022752, UniProtKB:Q6ZN55"
signal induced proliferation associated 1 like 3,SIPA1L3,"Ensembl:ENSG00000105738, GeneCard:SIPA1L3, HGNC:HGNC:23801, ModBase:O60292, NCBI Gene:23094, RefSeq DNA:NT_011109, RefSeq Protein:NP_055888, RefSeq RNA:NM_015073, UniProtKB:O60292, UniProtKB:Q8IUV1"
zinc finger protein 85,ZNF85,"Ensembl:ENSG00000105750, GenAtlas:ZNF85, GeneCard:ZNF85, HGNC:HGNC:13160, HumanCyc Gene:HS02810, NCBI Gene:7639, OMIM:603899, RefSeq DNA:NT_011295, RefSeq Protein:NP_003420, RefSeq RNA:NM_003429, RefSeq RNA:NR_034060, UCSC Genome Browser:NM_003429, UniProtKB:Q03923, UniProtKB:Q49A12"
SMG9 nonsense mediated mRNA decay factor,SMG9,"Ensembl:ENSG00000105771, GeneCard:C19orf61, HGNC:HGNC:25763, HumanCyc Gene:HS12606, ModBase:Q9H0W8, NCBI Gene:56006, OMIM:613176, RefSeq DNA:NT_011109, RefSeq Protein:NP_061981, RefSeq RNA:NM_019108, UniProtKB:Q9H0W8"
RUN domain containing 3B,RUNDC3B,"Ensembl:ENSG00000105784, GeneCard:RUNDC3B, HGNC:HGNC:30286, HumanCyc Gene:HS12608, ModBase:Q96NL0, NCBI Gene:154661, RefSeq DNA:NT_007933, RefSeq DNA:NT_079595, RefSeq Protein:NP_001127877, RefSeq Protein:NP_001127878, RefSeq Protein:NP_612147, RefSeq RNA:NM_001134405, RefSeq RNA:NM_001134406, RefSeq RNA:NM_138290, UniProtKB:B4DFD0, UniProtKB:Q96NL0"
nicotinamide phosphoribosyltransferase,NAMPT,"Ensembl:ENSG00000105835, GeneCard:NAMPT, HGNC:HGNC:30092, HumanCyc Gene:HS02817, ModBase:P43490, NCBI Gene:10135, OMIM:608764, RefSeq DNA:NT_007933, RefSeq DNA:NT_079596, RefSeq Protein:NP_005737, RefSeq RNA:NM_005746, UniProtKB:P43490"
WD repeat domain 91,WDR91,"Ensembl:ENSG00000105875, GeneCard:WDR91, HGNC:HGNC:24997, HumanCyc Gene:HS12612, NCBI Gene:29062, RefSeq DNA:NT_007933, RefSeq DNA:NT_079596, RefSeq Protein:NP_054868, RefSeq RNA:NM_014149, UniProtKB:A4D1P6"
"zinc finger CCCH-type containing, antiviral 1",ZC3HAV1,"Ensembl:ENSG00000105939, GeneCard:ZC3HAV1, HGNC:HGNC:23721, HumanCyc Gene:HS02831, ModBase:Q7Z2W4, NCBI Gene:56829, OMIM:607312, RefSeq DNA:NT_007933, RefSeq DNA:NT_079596, RefSeq Protein:NP_064504, RefSeq Protein:NP_078901, RefSeq RNA:NM_020119, RefSeq RNA:NM_024625, UniProtKB:Q7Z2W4"
tetratricopeptide repeat domain 26,TTC26,"Ensembl:ENSG00000105948, GeneCard:TTC26, HGNC:HGNC:21882, HumanCyc Gene:HS12616, ModBase:A0AVF1, NCBI Gene:79989, RefSeq DNA:NT_007933, RefSeq DNA:NT_079596, RefSeq Protein:NP_001138392, RefSeq Protein:NP_001138395, RefSeq Protein:NP_079202, RefSeq RNA:NM_001144920, RefSeq RNA:NM_001144923, RefSeq RNA:NM_024926, UniProtKB:A0AVF1, UniProtKB:B7Z5M0, UniProtKB:C9J2N7"
neuropeptide VF precursor,NPVF,"Ensembl:ENSG00000105954, GeneCard:NPVF, HGNC:HGNC:13782, HumanCyc Gene:HS02833, ModBase:Q9HCQ7, NCBI Gene:64111, RefSeq DNA:NT_007819, RefSeq DNA:NT_079592, RefSeq Protein:NP_071433, RefSeq RNA:NM_022150, UniProtKB:Q9HCQ7"
ArfGAP with dual PH domains 1,ADAP1,"Ensembl:ENSG00000105963, GenAtlas:CENTA1, GeneCard:ADAP1, GeneCard:CENTA1, HGNC:HGNC:16486, HumanCyc Gene:HS02834, NCBI Gene:11033, OMIM:608114, RefSeq DNA:NT_007819, RefSeq DNA:NT_079592, RefSeq Protein:NP_006860, RefSeq RNA:NM_006869, UCSC Genome Browser:NM_006869, UniProtKB:O75689"
transcription factor EC,TFEC,"Ensembl:ENSG00000105967, GenAtlas:TFEC, GeneCard:TFEC, HGNC:HGNC:11754, HumanCyc Gene:HS02835, ModBase:O14948, NCBI Gene:22797, OMIM:604732, RefSeq DNA:NT_007933, RefSeq DNA:NT_079596, RefSeq Protein:NP_001018068, RefSeq Protein:NP_036384, RefSeq RNA:NM_001018058, RefSeq RNA:NM_012252, UCSC Genome Browser:NM_012252, UniProtKB:O14948"
nucleotide binding oligomerization domain containing 1,NOD1,"Ensembl:ENSG00000106100, GeneCard:NOD1, HGNC:HGNC:16390, HumanCyc Gene:HS02862, ModBase:Q9Y239, NCBI Gene:10392, OMIM:605980, RefSeq DNA:NG_013025, RefSeq DNA:NT_007819, RefSeq DNA:NT_079592, RefSeq Protein:NP_006083, RefSeq RNA:NM_006092, UniProtKB:Q9Y239"
MINDY lysine 48 deubiquitinase 4,MINDY4,"Ensembl:ENSG00000106125, GeneCard:FAM188B, HGNC:HGNC:21916, NCBI Gene:84182, RefSeq DNA:NT_007819, RefSeq DNA:NT_079592, RefSeq Protein:NP_115598, RefSeq RNA:NM_032222, UniProtKB:Q4G0A6"
